INPUT,English
MSG_STAFF_TOTAL_REQ,Total staff numbers required
LBL_INVESTMENT,Investments & Background
MSG_INVESTMENT_REQ,Investments & Background details are required
LBL_LIABILITY,"Public liability, loss insurance, etc."
MSG_LIABILITY_REQ,"Public liability, loss insurance details are required"
LBL_TRADE_ASSOCIATION,Industry or trade association
MSG_TRADE_ASSOCIATION_REQ,Industry or trade association details is required
LBL_ACCREDITATIONS,Accreditations (example: ISO 9001)
MSG_ACCREDITATIONS_REQ,Accreditations details required
LBL_DOC_DESC,Document Description
LBL_DOC_PATH,Document Upload
LBL_DOC_DOWNLOAD,Download
LBL_PROCESS_INFORMATION,Process Information
LBL_COMPANY_PROFILE,Company Profile
LBL_SUP_FACT_MILL,Supplier/Factory/Mill
LBL_TECHNICAL_DOC,Technical Document
LBL_TECHNICAL_DOC_UPD,Technical Document Updated
LBL_SAVE,Save
LBL_RESET,Reset
LBL_RETURN,Return
LBL_CONFIRM,Confirm
BTN_CONFIRM,CONFIRM
BTN_VERIFY,VERIFY
BTN_HOLD,HOLD
BTN_CONFIRM_EMAIL,Confirm Email
LBL_APPLICANT_NAME,Applicant Name
MSG_REQ_APPLICANT_NAME,Applicant Name required
LBL_APPLICANT_EMAIL,Application Email
MSG_REQ_APPLICANT_EMAIL,Email required
MSG_REQ_APPLICANT_EMAIL_FORMAT,Email Format not correct
LBL_APPLICANT_PH,Phone No
MSG_REQ_APPLICANT_PH,Applicant Phone number is required
LBL_BOOKING_COMMENT,Customer / supplier Booking Comments
LBL_COMMENTS_ENTITY,Booking Comments
LBL_BOOKING_RULE_CONTACT,Contact Info
LBL_INTERNAL_INFO,Internal Information
LBL_CONTACT_TO,To
LBL_CONTACT_CC,CC
LBL_CONTACT_TEL,Tel NO.
LBL_CONTACT_FAX,Fax NO.
LBL_REPORT_NO,Report NO.
LBL_INTERNAL_COMMENTS,Internal team Comments
LBL_Booking_Email,Booking Email Required
LBL_SUP_Code,Supplier Code
LBL_FACT_CODE,Factory Code
MSG_CANNOT_GET_CUSTOMER,Customer not configured
MSG_CANNOT_GET_CUSTOMER_CONTACT,Customer contacts are missing
MSG_CANNOT_GET_CUSTOMER_SERVICETYPE,Service type not configured
MSG_CANONT_GET_CUSTOMER_SEASON,Season not configured
MSG_CANNOT_GET_SUPPLIER,Supplier not configured
MSG_CANNOT_GET_SUPPLIER_CONTACT,Supplier contacts are missing
MSG_CANNOT_GET_FACTORY,Factory not configured
MSG_CANNOT_GET_FACTORY_CONTACT,Factory contacts are missing
MSG_CANNOT_GET_LOCATION,Location is not mapped
MSG_UNKNOWN_ERROR,Network error. Contact It-Team
MSG_NO_DATA,No Data
LBL_CUSTOMER_DETAILS,Customer Details
MSG_UPDATE_SUCCESS,Your booking has been successfully updated
MSG_CONFIRM_SUCCESS,Your booking has been successfully confirmed
MSG_CANNOT_SAVE_BOOKING,Error : Booking cannot be saved
MSG_FORMAT_ERROR,Request format Error
LBL_UPLOAD,Upload
LBL_PRODUCTIMAGES,Product Images
LBL_UPLOAD_FILE_NAME,File Name
LBL_DELETE,Delete
MSG_SAVE_SUCCESS_FILE_NOT_UPLOAD,Booking saved successfully and attachments are not saved
MSG_Data_Error,Data Error. Please Check with IT-Team
MSG_CANNOT_GET_BOOKINGRULE,Booking Rule not mapped
LBL_EMail_NOTIFICATION,Email Notification
MSG_NO_ITEM_FOUND,No Booking Found
MSG_BOOKING_NOT_UPDATED,Booking Details Not Updated
LBL_SCHEDULE,Booking Schedule
LBL_CS,CS
LBL_BOOKING_TYPE,Booking Type
MSG_REQ_BOOKING_TYPE,Booking type required
LBL_BOOKING_WORK_PROCESS,Booking Work Process
MSG_CANNOT_GET_BOOKING_INFO,Booking booking office contact details not maped
LBL_EDIT,Edit
LBL_NEXT,Next
LBL_PREVIEW,Preview
LBL_PREVIOUS,Previous
BOOKING_SUCCESS_TITLE1,Your booking has been
BOOKING_SUCCESS_TITLE2,successfully placed
BOOKING_SUCCESS_TITLE3,"For order status update, track your oder with order number "
BOOKING_NEWBOOKING,New Booking
BOOKING_ORDERTRACKING,Order Tracking
BookingQty_LESTHANPO,Booking Quantity should be less than PO Remaining Quantity
Already_BookedQty,Already Booked Quantity
BookingQty_MSG_REQ,Booking Quantity is required
BookingColor_MSG_REQ,Color Name is required
Booking_CONTAINER_REQ,Booking Container is required
AQL_MSG_REQ,AQL is required
QC_RESP_MSG_REQ,QC Responsible is required
INSP_COMP_MSG_REQ,Inspection Company is required
MSG_QC_RESPONSIBLE_DIFF,you cannot select the different qc responsible for the same booking
MSG_INSPECTION_COMPANY_DIFF,you cannot select the different inspection company for the same booking
Unit_MSG_REQ,Unit is required
Unit_COUNT_MSG_REQ,Unit Count is required
PO_NUMBER_REQ,Po Number is required
MSG_CANNOT_GET_PO,Po is not available for the category
NO_PO_FOUND,No Purchase Order is available with this category
LBL_STEP1,Step 1
LBL_GENERALINFORMATION,General Information
LBL_PREV,Previous
LBL_STEP2,Step 2
LBL_PROCESSINFORMATION,Order Information
LBL_PRODUCTCATEGORY,Product Category
LBL_SelectPO,Select PO
LBL_SEARCH,Search
LBL_NEWPO,+ New PO
LBL_SEARCHPRODUCTS,Search Products
LBL_ADDPOPRODUCTS,Add PO and Products
LBL_NEWPOPRODUCTS,+ Add Products
LBL_ADDTOBOOKING,+ Add to booking
LBL_ADD,+ Add
LBL_CANCEL,Cancel
LBL_BOOKINGPRODUCTS,Booking Products
LBL_TOTAL_BOOKINGQTY,Total Booking
LBL_TOTAL_PICKINGQTY,Total Picking
LBL_BOOKINGQTY,Booking Quantity
LBL_PICKINGQTY,Picking Quantity
LBL_ProductsSubCategory,Sub Category
LBL_ProductCategorySub2,Product Name
LBL_ProductCategorySub3,Product Details
LBL_AQL,AQL
LBL_PO_Quantity,PO Quantity
LBL_Booking_Quantity,Booking Quantity
LBL_Total_Booking_Quantity,Booking Quantity
LBL_Unit,Unit
LBL_UnitCount,Unit Count
LBL_Critical,Critical
LBL_Major,Major
LBL_Minor,Minor
LBL_Remarks,Remarks
LBL_UploadProducts,Upload Products
LBL_SUPPLIER_DETAILS,Supplier Details
LBL_FACTORY_DETAILS,Factory Details
MSG_FACTORY_REQ,* Please select the factory. Office address showing based on factory.
LBL_Flexible_Inspection_Date,Flexible Inspection Date
LBL_COMBINE_REQ,Combine Required
LBL_ADD_SUPPLIER,Add Supplier
LBL_ADD_CONTACT,Add Contact
LBL_ADD_FACTORY,Add Factory
BookingQty_LESTHANPOQTY,Booking Quantity should be less than PO Quantity
LBL_SERVICE_DATE,Service Date
LBL_SERVICE_TO,to
LBL_TOTAL_QTY,Quantity
MSG_CANNOT_GET_BOOKINGCONTACT,Booking Contact is not mapped
LBL_APPLICANT_DETAILS,Applicant Details
MSG_COMBINE_ROLE_NOT_AVAILABLE,No role to change combine orders
MSG_BOOKING_STATUS_NOT_AVAILABLE,Booking is already inspected
MSG_REQUEST_ROLE_NOT_AVAILABLE,No role to create the booking
MSG_CONFIRM_ROLE_NOT_AVAILABLE,No role to confirm the booking
MSG_VERIFY_ROLE_NOT_AVAILABLE,No role to verify the booking
MSG_CONFIRM_REQUEST_ROLE_NOT_AVAILABLE,No role to create/confirm/verify the booking
LBL_REINSPECTIONTYPE,ReInspection Type
LBL_POREMAININGQTY,PO Remaining Quantity
LBL_CONFIRM_BOOKING,Confirm Booking
LBL_CONFIRM_DELETE_REPORT,Are you sure?
LBL_VERIFY_BOOKING,Verify Booking
LBL_CONFIRM_EMAIL,Confirm Email
LBL_HOLD_BOOKING,Hold Booking
LBL_HOLD_BOOKING_REASON,Reason
LBL_HOLD_BOOKING_CANCEL,Cancel
LBL_HOLD_ALERT_NO_DATA,Please enter reason to hold the booking
LBL_HOLD_BOOKING_DONE,Done
LBL_VERIFY_BOOKING_CHECK,Are you sure to verify this booking ?
LBL_CONFIRM_BOOKING_CHECK,Are you sure to confirm this booking ?
LBL_CONFIRM_EMAIL_CHECK,Are you sure to send confirm email ?
LBL_Hold_BOOKING_CHECK,Are you sure to hold this booking ?
LBL_HOLD_BOOKING_REASON_TYPE,Reason Type
LBL_HOLD_BOOKING_COMMENTS,Comments
MSG_HOLD_REASON_TYPE_NOT_FOUND,No Reason Types Found
LBL_ADDRESS_SUPPLIERFACTORY,English Address
LBL_SUPPLIER_NAME,Supplier Name
LBL_FACTORY_NAME,Factory Name
LBL_CUS_BOOKING_NO,Customer Booking No
LBL_PICKING,Picking Required
MSG_PICKINGQTYNOTAVAILABLE,Please give the picking quantity atleast for one product
MSG_SUP_FACT_INSP_REPORTS,* Supplier contacts may use as inspection report recipients
LBL_NOCUSTOMER_CONTACTS_FOUND,No Customer Contacts Found
MSG_EDIT_BOOKINGQTY_VALIDATION1,Booking Quantity should be less than (PO Remaining Quantity 
MSG_EDIT_BOOKINGQTY_VALIDATION2, + Already Booked Quantity
MSG_BOOKINGQTY_GREATER_THAN_ZERO,Booking Quantity should be greater than zero
MSG_INSPECTION_PICKING_DATA,you can not do this operation since the product has inspection picking data
MSG_BOOKING_SELECT_PO,Please select atleast one po for booking
MSG_SUPPLIER_REQUIRED,Please select Supplier
LBL_TOTAL_REPORTS,Total Reports
LBL_TOTAL_MANDAYS,Total ManDays
LBL_TOTAL_PRODUCTS,Total No. Of Products
LBL_TOTAL_CONTAINERS,Total No Of Containers
LBL_CUSTOMERCONTACT,Customer Contacts
LBL_SUPPLIERCONTACT,Supplier Contacts
LBL_FACTORYCONTACT,Factory Contacts
LBL_PREVBOOKINGNO,Previous Booking No
LBL_DESTINATION_COUNTRY,Destination Country
LBL_CUSTOMER_REFERENCE_PO,Customer Reference Po
LBL_FACTORY_REFERENCE,Factory Reference
LBL_I_AGREE,I accept 
LBL_BOOKING_TERMS_CONDIIONS, Booking Terms & Conditions
MSG_TERMS_CONDITION,Please accept Booking Terms & Conditions
LBL_TOTAL_SAMPLING_SIZE,Total Sampling Size
LBL_QC_COMMENT,QC Comments
LBL_HOLD_REASON,Booking Hold Reason
LBL_HOLD_REASON_TYPE,Booking Hold Reason Type
LBL_SUPPLIER_FACTORY_EMAIL,Send notification to supplier / factory
LBL_CUSTOMER_EMAIL,Send notification to customer
LBL_SAMPLING_SIZE,Sampling Size
LBL_SUB_TOTAL,subtotal
LBL_PRD_ADD_PO_SUCCESS,Purchase Order Data Saved Successfully
LBL_PRD_ADD_WANT_TO_ADDPO_BOOKING,Do you want to add the products in the booking?
LBL_PRD_ADD_OK,OK
LBL_PRD_ADD_CANCEL,CANCEL
MSG_DF_CUSTOMERCONFIG_NOT_FOUND,Dynamic Fields Not Configured
MSG_REPORT_VALIDATION,"Report mapped to products, please delete the report and try again."
MSG_AUTOCOMPLETE,Please enter 3 or more characters
LBL_CONTAINER_NAME,Container Name
LBL_CONTAINER_SIZE,Container Size
LBL_CONTAINER_TOTAL_BOOKING_QTY,Total Booking Quantiy
LBL_CONFIGURE,Configured Price Category
LBL_NOT_SAME_AS_SELECTED,not same as selected 
LBL_CATEGORY,category
LBL_BOOKING_MULTIPLE_PRICE_CATEOGRY,Below products have multiple price category
LBL_SAMPLE_TYPE,Sample Type
LBL_SAMPLE_SIZE,Sample Size
LBL_PRODUCTS,Products
LBL_TOTAL,Total
LBL_Products_SubCategory,Sub Category
LBL_Product_Sub2_Category,Product Name 
LBL_Product_Sub3_Category,Product Details 
LBL_SELECT_FILE,Select the files to attach
LBL_BROWSE,browse
MSG_NO_CHILD_PRODUCTS_MAPPED,There are no child products mapped to the master product 
MSG_CHILD_PRODUCT_AQL_SAME,AQL Level should be same for display child products in the group
MSG_PRICE_CATEGORY_REQ,Price Category Required
MSG_COLLECTION_REQ,Collection Required
MSG_HEAD_REASON_TYPE_REQ,Hold Reason Type is required
MSG_HEAD_REASON_REQ,Comments is required
LBL_COMPASS_BOOKING_NO,Old QMS booking#
MSG_INSPECTION_PICKING_QUOT_DATA,you can not do this operation since the product has inspection picking data and quotation
MSG_INSPECTION_SERVICE_DATE_INCORRECT,Service date incorrect
MSG_CANNOT_GET_AE_NAME,AE name is not mapped
MSG_LBL_PICKING_COMBINE_REQ,Please add the picking and combine information
MSG_LBL_PICKING_REQ,Please add the picking information
MSG_LBL_COMBINE_REQ,Please add the combine information
LBL_DELETE_POPOPUP_REMARKS,Remarks
LBL_DELETE_POPOPUP_PRODUCT_ID,Product Id
LBL_DELETE_POPOPUP_CONTAINER_NAME,Container Name
LBL_DELETE_POPOPUP_PRODUCT_Desc,Product Description
LBL_DELETE_POPOPUP_PO_QTY,PO Qty
LBL_DELETE_POPOPUP_ETD,ETD
LBL_DELETE_POPOPUP_DEST_COUNTRY,Destination Country
LBL_DELETE_POPOPUP_DELETE,Delete
MSG_PRODUCT_ALREADY_EXISTS_IN_PO,Selected Products already exists with the po
LBL_TOTAL_NO_OF_POS,Total No of Pos:
LBL_DELETE_PO_LIST,PO List
MSG_ATLEAST_ONE_PRODUCT,Please select atleast one product
MSG_QUOTATION_EXISTS,Quotation Exists.Please remove the quotation
MSG_PICKING_EXISTS,Picking Exists.Please remove the picking data
MSG_REPORT_EXISTS,Report Data Exists.Please remove the report data
LBL_DELETE_POLIST,PO List
LBL_DELETE_PO,Delete Po
LBL_POPUP_DELETE_PO,Delete Po
LBL_DELETE_SUCCESS,Delete Success
LBL_PO_DELETE,Delete
LBL_PO_DELETE_SUCCESS,Success
LBL_PO_DELETE_FAILED,Failed
MSG_INSPECTION_PICKING_QUOT_RPT_DATA,"you can not do this operation since the product has inspection picking data,quotation and report"
MSG_INSPECTION_PICKING_RPT_DATA,you can not do this operation since the product has inspection picking data and report
MSG_INSPECTION_QUOT_RPT_DATA,you can not do this operation since the product has inspection quotation and report
LBL_PO_DELETE_REMARKS,Note:Products will be deleted permanently when clicking on the save button
MSG_NO_OFFICE_FOUND,No office found
MSG_NO_UNIT_FOUND,No units found
MSG_UNKNOWN_CLEINT_ERROR,Unknown Client Error.
LBL_BUSINESS_LINES,Business Lines
MSG_BUSINESSL_LINE_NOT_FOUND,Business Line Not Found
LBL_CUSTOMER_PRODUCT_CATEGORY,Customer Product Category
LBL_CUSTOMER_SEASON_CONFIG,Customer Season Config
LBL_AS_RECEIVED,A/S Received
LBL_TF_RECEIVED,T/F Received
LBL_IS_AS_RECEIVED,A/S Received Date
LBL_IS_TF_RECEIVED,T/F Received Date
LBL_INSP_LOCATION,Inspection Location
LBL_SHIPMENT_TYPES,Shipment Types
LBL_SHIPMENT_PORT,Shipment Port
LBL_SHIPMENT_PORT_CITY,Shipment Port-City
LBL_SHIPMENT_DATE,Shipment Date
LBL_EAN,EAN
MSG_CUSTOMER_PRODUCT_CATEGORY_NOT_FOUND,Customer Product Category Not Found
MSG_CUSTOMER_SEASON_NOT_FOUND,Season Not Found
MSG_SERVICE_TYPE_NOT_FOUND,Service Type Not Found
MSG_INSPECTION_LOCATION_NOT_FOUND,Inspection Location Not Found
MSG_SHIPMENT_TYPE_NOT_FOUND,Shipment Type Not Found
MSG_AS_RECEIVED_DATE_REQ,A/S Received Date is required
MSG_TF_RECEIVED_DATE_REQ,T/F Received Date is required
MSG_COMMONFEILD_UPDATE, You are about to update all the rows with
MSG_COMMONFEILD_IN_TABLE,in product info table
LBL_CONFIRMSTATUSTITLE,Are you sure ?
LBL_UPLOAD_DOCUMENTS,Upload documents here
LBL_UPLOAD_SELECT_FILES,Select the files to upload
LBL_CONTAINER_COUNT,please enter the correct container count
LBL_FILL_COMMON_FIELD,Common Filter
MSG_PO_NO_REQ,Po No is required
MSG_PRD_REQ,Product Reference is required
LBL_PO_PRODUCT_PONO,PO
LBL_PO_PRODUCT_DESC,Desc
LBL_PO_PRODUCT_COLOR,Color
LBL_PO_PRODUCT_COLOR_CODE,Color Code
LBL_PO_PRODUCT_COLOR_NAME,Color Name
LBL_PO_PRODUCT_CONTAINER,Container No.
LBL_PO_PRODUCT_LEVEL,Level
LBL_PO_PRODUCT_QUANTITY,Quantity
LBL_PO_PRODUCT_CUST_REF_PO,Customer Ref Po
LBL_PO_PRODUCT_CATEGORY,Category
LBL_PO_PRODUCT_DESTINATION_COUNTRY,Destination Country
LBL_PO_PRODUCT_FACTORY_REF,Factory Reference
LBL_PO_PRODUCT_ETD,ETD
LBL_PO_PRODUCT_BARCODE,Barcode
LBL_PO_PRODUCT_REMARKS,Remarks
LBL_PO_PRODUCT_AS_RECEIVED,As Received Date
LBL_PO_PRODUCT_TF_RECEIVED,Tf Received Date
LBL_PO_PRODUCT_FB_TEMPLATE,Report Template
LBL_PO_PRODUCT_DISPLAY,Display
LBL_PO_PRODUCT_IMAGE,Image
LBL_PO_PRODUCT_CODE,Code
LBL_PO_PRODUCT_NAME,Name
LBL_PO_PRODUCT_AQL,AQL
LBL_PO_PRODUCT_SAM_TYPE,Sample Type
LBL_PO_PRODUCT_SAM_SIZE,Sample Size
LBL_PO_PRODUCT_CR,CR
LBL_PO_PRODUCT_MJ,MJ
LBL_PO_PRODUCT_MI,MI
LBL_PO_PRODUCT_UNIT_NAME,Name
LBL_PO_PRODUCT_UNIT_COUNT,Count
LBL_PO_PRODUCT_PO_QTY,PO Qty
LBL_PO_PRODUCT_BOOKING_QTY,Booking Qty
LBL_PO_PRODUCT_PICKING_QTY,Picking Qty
LBL_PO_PRODUCT_CATEGORY_MAIN,Product Category
LBL_PO_PRODUCT_CATEGORY_SUB,Sub Category
LBL_PO_PRODUCT_CATEGORY_SUB2,Product Name
LBL_PO_PRODUCT_CATEGORY_SUB3,Product Details
LBL_PO_PRODUCT_DISPLAY_CHILD,Child
LBL_PO_PRODUCT_DISPLAY_MASTER,Master
LBL_PO_PRODUCT_ECOPACK,Ecopack
LBL_PO_PRODUCT_AQL_QTY,AQL Qty
LBL_PO_PRODUCT_NEW,New
LBL_PO_POPUP_ADD_PO,Add PO
LBL_PO_POPUP_ADD_PO_SUB,Add the po products information
LBL_PO_POPUP_EDIT_PO,EDIT PO
LBL_PO_POPUP_EDIT_PO_SUB,Add the products information for the existing po
LBL_PO_POPUP_PO_NO,PO NUMBER
LBL_PO_POPUP_PO_NEW,+ New
LBL_PO_POPUP_ADD_PRODUCT,Add Product Ref.
LBL_PO_POPUP_SAVE,Save
LBL_PO_POPUP_CANCEL,Cancel
LBL_PRODUCT_POPUP_ADD_PRD,Add Product Ref.
LBL_PRODUCT_POPUP_ADD_PRD_PO,Add Product Ref. for PO
MSG_CONTAINER_LESS_THAN_UTITLIZED,Given container count is less than the utilized container
LBL_PO_PRODUCT_PLH_UNIT_COUNT,00
LBL_PO_PRODUCT_PLH_FACTORY_REF,Factory Ref
LBL_PO_PRODUCT_PLH_AS_REC,As Rec
LBL_PO_PRODUCT_PLH_TF_REC,Tf Rec
LBL_PO_PRODUCT_PO_NO,Add Po +
LBL_PO_PRODUCT_PRD_NO,Add Product Ref. +
MSG_PO_PRD_UNIQUE_PO_PRD_CONTAINER,"Po,Product,Container should be unique in the booking product list"
MSG_PO_PRD_UNIQUE_PO_PRD_COLOR,"Po,Product,ColorCode,ColorName should be unique in the booking product list"
MSG_PO_PRD_UNIQUE,"Po,Product should be unique in the booking product list"
LBL_PO_PRD_REFERENCE,Product Reference
LBL_PO_PRD_REFERENCE_DESC,Product Ref. Description
LBL_PO_PRD_COLOR_CODE,Color Code
LBL_PO_PRD_COLOR_NAME,Color Name
LBL_SEARCH_PO_LIST,Purchase Order(PO)
LBL_SEARCH_PO_SRCH_BTN,Search
LBL_SEARCH_PRD_LST_PO,Product List for the PO-
LBL_SEARCH_PRD_SEL_BLW_PRD,Please Select the below products to add to the booking
LBL_SEARCH_PO_PRD_CODE,Product Code
LBL_SEARCH_PO_PRD_DESC,Product Desc
LBL_SEARCH_PO_PO_QTY,Po Qty
LBL_SEARCH_PO_ETD,Etd
LBL_SEARCH_PO_DEST_COUNTRY,Destination Country
LBL_SEARCH_PO_ADD_TO_BOOKING,Add to booking
LBL_SEARCH_PO_ADD_PRD_TO_BOOKING,Add Products to Booking
MSG_SEARCH_PO_ADD_PRD_TO_BOOKING,No Product Reference Available
MSG_SEARCH_PO_PLS_SEL_PRD,Please select the product
MSG_COLOR_CODE_REQ,Color Code is required
MSG_COLOR_NAME_REQ,Color Name is required
LBL_BOOKING_NOTE,"Note : Booking should be for one service,one factory and service date(s)"
LBL_DRAFT_INSP_CUSTOMER,Customer
LBL_DRAFT_INSP_SUPPLIER,Supplier
LBL_DRAFT_INSP_FACTORY,Factory
LBL_DRAFT_INSP_SERVICE_DATE,Service Date
LBL_DRAFT_INSP_BRAND,Brand
LBL_DRAFT_INSP_DEPARTMENT,Department
LBL_DRAFT_INSP_CREATED_ON,Created On
LBL_DRAFT_INSP_PREV_BOOKING_NO,Previous Booking No
MSG_DRAFT_INSP_DELETE_SUCCESS,Drafted booking Deleted Successfully
MSG_DRAFT_INSP_SAVE_FAILED,Booking drafted Failed
LBL_SERVICE_DATE_RESTRICTION,Service Date Restrictions
LBL_SERVICE_DATE_RULE,Rule
LBL_DELETE_DRAFT_CONFIRM,Are you sure you want to delete the selected draft data?
LBL_SAVE_DRAFT,Save as draft
LBL_INSP_DATE,Inspection Date
LBL_DRAFT_RESUME,Resume
LBL_DRAFT_CANCEL,Delete
LBL_DRAFT_BOOKING,Draft Booking
LBL_NEW_BOOKING,New Booking
MSG_DRAFT_SUCCESS,Booking drafted successfully
LBL_DRAFT_TITLE,Delete Draft booking
MSG_SELECT_PO,Select or create PO and product for booking
LBL_CUSTOMER_BOOKING_COMMENTS,Customer / Supplier Comments
LBL_NEW_CONTACT,New Contact
MSG_BUSINESS_LINE_REQ,Business Line is required
MSG_SAMPLE_QTY_REQ,Sampling Quantity should be greater than zero
MSG_SEARCH_PO_REQ,Please select the po
MSG_NO_PRD_MAP_WITH_PRD_CATEGORY,No product available to map with the product category
MSG_NO_PRD_MAP_WITH_PRD_SUB_CATEGORY,No product available to map with the product sub category
MSG_NO_PRD_MAP_WITH_PRD_SUB_CATEGORY2,No product available to map with the product Product Name
MSG_NO_PRD_MAP_WITH_PRD_SUB_CATEGORY3,No product available to map with the product Product Details
LBL_DELETE_PO_POPUP_TITLE,Delete product?
LBL_DELETE_PO_POPUP_CONFIRM_MSG1,you are about to delete the product
LBL_DELETE_PO_POPUP_CONFIRM_MSG2,. it will be permanently delete after save the booking.
LBL_DELETE_PO_POPUP_OK,Delete
LBL_DELETE_PO_POPUP_CANCEL,Cancel
REPORT_HAS_BEEN_VERFIED_BY_QC,Service type cannot be changed if the report has been validated by QC
LBL_INVALIDATE_REPORT_MSG, Kindly invalidate the report and try again
LBL_QC_COMPANY_MSG,This booking is sync with Link system. kindly cancel the booking
LBL_TITLE_POPUP,Are you sure ?
LBL_POPUP_MSG,You are about to separate the combined report into single reports. This action will generate individual reports for each product.
LBL_CHECKBOX_MSG,Combine the products into single report
LBL_AQL_MSG,Aql information mandatory and same for all products
TITLE,Inspection Search
LBL_SHIPMENT_RELEASE,Shipment Release
LBL_TO,TO
LBL_CC,CC
LBL_SEND,SEND
LBL_INSP_RESPONSIBLE,Inspection Responsible
LBL_INSP_COMPANY,Inspection Company
REPORT_TITLE,Report Filling
FULL_BRIDGE,Full-Bridge
REPORT_OVERALL_STATUS,OverAll Status
REPORT_FILLING_STATUS,Filling Status
REPORT_REVIEW_STATUS,Review Status
REPORT_DOWNLOAD,Download
REPORT_STATUS,Report Status
REPORT_NUMBER,Report No
REPORT_FILLING,Filling
REPORT_VIEW,View
REPORT_REVIEW,Review
REPORT_LINK,Report Link
TITLE_CONFIRM,Confirm Booking
LBL_SEARCH,Search
LBL_CUSTOMER,Customer
LBL_PRODUCT_ID,Product Ref
LBL_PRODUCT_REF,Product Ref
LBL_PRODUCT_DESC,Product Description
LBL_PRODUCT_QTY,Order Quantity
LBL_PRODUCT_TOTAL_QTY,Total Quantity
PICKING_FORM,Picking Form
ADDRESS_NOTFOUND,Address not Found
LBL_PRODUCT_SUB_CATEGORY,Sub Category
LBL_PRODUCT_QC_NAME,QC Name
LBL_ADVANCED_SEARCH,Advanced Search
LBL_ADVANCED_COMMON,Common
LBL_FACTORY_REFERENCE,Factory Reference
LBL_PRODUCT,Product
LBL_SUPPLIER,Supplier
LBL_FACTORY,Factory
LBL_STATUS,Status
LBL_OFFICE,Office
LBL_SEARCHDATE_FROM,From
LBL_SEARCHDATE_TO,To
LBL_SELECT,Select
LBL_AE,AE
MSG_NO_DATA,No Data
LBL_QC,QC
LBL_QA,Inspection Responsible
LBL_Inspection_Responsible,Inspection Responsible
LBL_INSPECT_COMPANY,Inspection Company
LBL_DATETYPE,Date Type
LBL_APPLYDATE,Apply Date
LBL_SEARCHTYPE,Search Type
LBL_SEARCH_TYPE_DESC,Inspection No/Report No/Po Number
LBL_SEARCH_BTN,Search
LBL_RESET,Reset
MSG_SERVICE_FROMDATE_REQ,From date is required
MSG_SERVICE_FROMDATE_GREATER_REQ,From date should be greater than to date
MSG_Service_TODATE_REQ,To date is required
MSG_Service_TODATE_LESS_REQ,To date not less than from date
MSG_BOOKINGNO_ERROR,Inspection Number should be numeric.
MSG_REPORTNO_ERROR,Report Number should be valid
MSG_BOOKING_CONFIRM,Are you sure to confirm this booking ?
LBL_PONO,Po No
LBL_BOOKINGNO,Inspection No
LBL_REPORTNO,Report No
LBL_SERVICEDATE_FROM,Service Date From
LBL_SERVICEDATE_TO, Service Date To
LBL_SERVICEDATE, Service Date
LBL_SERVICETYPE,Service Type
LBL_CANCEL,Cancel
LBL_POSTPONE,ReSchedule
LBL_EDIT,Edit
LBL_DELETE,Delete
LBL_UPDATE,Update
LBL_CREATE,Create
LBL_VERIFY,Verify
LBL_CONFIRM,Confirm
MSG_NO_ITEM_FOUND,No Booking Found
LBL_EXPORT,Export
LBL_REPORT,Report Download
LBL_QCREPORT,QC Report
LBL_CSREPORT,CS Report
LBL_SCHEDULE,Schedule Auditors
LBL_COMBINE,Combine
